month,region,product_category,customer_segment,marketing_spend,operating_cost,units_sold,average_price,revenue,gross_margin_rate,gross_margin,profit,retention_rate,churn_risk
2025-04-01,West,Implementation Services,Small Business,6999.93,15458.35,121,706.89,85533.43,0.3989,34118.85,11660.57,0.8223,0.1777
2025-04-01,West,Implementation Services,Mid-Market,7555.69,15193.3,113,737.58,83347.04,0.4241,35349.34,12600.35,0.8616,0.1384
2025-04-01,West,Implementation Services,Enterprise,5143.73,14236.3,65,938.52,61003.81,0.4943,30156.92,10776.88,0.8756,0.1244
2025-04-01,West,Training Workshops,Small Business,3646.76,12074.49,161,257.62,41476.16,0.4535,18811.07,3089.82,0.8752,0.1248
2025-04-01,West,Training Workshops,Mid-Market,2923.73,11232.29,159,284.64,45257.05,0.4739,21448.3,7292.28,0.8481,0.1519
2025-04-01,West,Training Workshops,Enterprise,2537.73,10556.36,89,342.28,30462.73,0.5399,16447.3,3353.21,0.8522,0.1478
2025-04-01,West,Support Plans,Small Business,3719.98,12125.66,250,180.19,45047.29,0.489,22026.92,6181.28,0.8438,0.1562
2025-04-01,West,Support Plans,Mid-Market,3023.21,10341.76,210,193.06,40543.24,0.5188,21032.21,7667.25,0.894,0.106
2025-04-01,West,Support Plans,Enterprise,2870.46,9908.27,165,238.03,39275.21,0.5458,21437.65,8658.91,0.899,0.101
2025-05-01,Northeast,Analytics Software,Small Business,5913.08,15243.59,206,386.83,79686.07,0.5653,45049.58,23892.92,0.8437,0.1563
2025-05-01,Northeast,Analytics Software,Mid-Market,6974.8,15423.13,177,434.79,76957.05,0.6015,46292.92,23894.98,0.9084,0.0916
2025-05-01,Northeast,Analytics Software,Enterprise,4727.58,14022.7,139,507.57,70551.99,0.6148,43372.11,24621.82,0.9025,0.0975
2025-05-01,Northeast,Implementation Services,Small Business,8755.19,17222.57,146,702.92,102626.75,0.3814,39141.13,13163.37,0.8851,0.1149
2025-05-01,Northeast,Implementation Services,Mid-Market,6626.94,15167.46,112,783.74,87778.72,0.4034,35410.17,13615.76,0.8914,0.1086
2025-05-01,Northeast,Implementation Services,Enterprise,5430.8,12719.86,73,913.12,66657.78,0.4827,32173.22,14022.56,0.8929,0.1071
2025-05-01,Northeast,Training Workshops,Small Business,4194.71,11903.29,188,252.76,47519.14,0.4814,22878.01,6780.01,0.8534,0.1466
2025-05-01,Northeast,Training Workshops,Mid-Market,2557.41,9618.07,137,280.94,38488.17,0.4999,19239.29,7063.81,0.8824,0.1176
2025-05-01,Northeast,Training Workshops,Enterprise,3294.4,11119.28,113,333.51,37687.15,0.5396,20335.58,5921.9,0.9161,0.0839
2025-05-01,Northeast,Support Plans,Small Business,3862.63,11725.77,262,177.44,46488.18,0.4939,22958.21,7369.82,0.8647,0.1353
2025-05-01,Northeast,Support Plans,Mid-Market,3629.44,10235.21,221,191.77,42381.89,0.5378,22793.28,8928.63,0.8531,0.1469
2025-05-01,Northeast,Support Plans,Enterprise,2706.1,9909.88,134,226.29,30323.18,0.582,17648.97,5032.99,0.8706,0.1294
2025-05-01,Midwest,Analytics Software,Small Business,5731.97,11116.72,182,397.89,72415.78,0.5827,42196.92,25348.23,0.8023,0.1977
2025-05-01,Midwest,Analytics Software,Mid-Market,4945.59,11488.0,159,432.31,68736.54,0.604,41516.35,25082.76,0.8526,0.1474
2025-05-01,Midwest,Analytics Software,Enterprise,4390.45,11035.72,123,515.67,63427.46,0.6351,40281.57,24855.41,0.8602,0.1398
2025-05-01,Midwest,Implementation Services,Small Business,6753.28,12664.53,114,685.31,78124.91,0.4221,32980.0,13562.19,0.8299,0.1701
2025-05-01,Midwest,Implementation Services,Mid-Market,6301.01,12648.29,99,744.96,73751.07,0.4283,31585.19,12635.89,0.8469,0.1531
2025-05-01,Midwest,Implementation Services,Enterprise,5694.53,11581.87,65,963.66,62637.95,0.4512,28260.56,10984.17,0.856,0.144
2025-05-01,Midwest,Training Workshops,Small Business,3216.76,10305.27,169,258.8,43736.91,0.4702,20565.4,7043.38,0.8213,0.1787
2025-05-01,Midwest,Training Workshops,Mid-Market,3331.49,9274.4,141,275.73,38877.65,0.4916,19113.53,6507.64,0.8087,0.1913
2025-05-01,Midwest,Training Workshops,Enterprise,2532.35,9393.84,102,335.63,34234.54,0.5294,18122.92,6196.73,0.8686,0.1314
2025-05-01,Midwest,Support Plans,Small Business,3211.64,9756.13,244,181.68,44330.57,0.5024,22271.55,9303.78,0.8673,0.1327
2025-05-01,Midwest,Support Plans,Mid-Market,2661.2,9135.3,198,189.5,37521.23,0.5214,19563.28,7766.77,0.8187,0.1813
2025-05-01,Midwest,Support Plans,Enterprise,2857.45,8562.36,147,231.24,33991.6,0.5515,18747.9,7328.09,0.8789,0.1211
2025-05-01,South,Analytics Software,Small Business,6736.87,14657.09,253,394.0,99682.23,0.5579,55610.39,34216.43,0.8167,0.1833
2025-05-01,South,Analytics Software,Mid-Market,6186.35,13232.26,179,411.66,73686.74,0.5659,41699.83,22281.22,0.7756,0.2244
2025-05-01,South,Analytics Software,Enterprise,6900.42,12299.94,147,517.68,76098.46,0.6389,48620.51,29420.15,0.859,0.141
2025-05-01,South,Implementation Services,Small Business,6474.36,16217.2,137,719.42,98560.29,0.4213,41523.38,18831.82,0.7806,0.2194
2025-05-01,South,Implementation Services,Mid-Market,6347.26,14309.68,101,789.35,79724.42,0.4275,34082.58,13425.65,0.8189,0.1811
2025-05-01,South,Implementation Services,Enterprise,5599.96,13071.27,81,901.59,73028.81,0.457,33377.29,14706.06,0.8593,0.1407
2025-05-01,South,Training Workshops,Small Business,4267.29,10695.57,195,256.64,50044.94,0.4696,23500.59,8537.73,0.8224,0.1776
2025-05-01,South,Training Workshops,Mid-Market,3975.67,9998.52,172,284.35,48907.53,0.4688,22925.93,8951.74,0.7834,0.2166
2025-05-01,South,Training Workshops,Enterprise,2597.83,7768.84,98,343.05,33618.92,0.5384,18101.76,7735.08,0.8326,0.1674
2025-05-01,South,Support Plans,Small Business,4038.41,9471.7,274,172.91,47376.05,0.5123,24269.23,10759.12,0.8019,0.1981
2025-05-01,South,Support Plans,Mid-Market,2913.31,8925.0,233,190.07,44285.76,0.5236,23186.75,11348.43,0.8386,0.1614
2025-05-01,South,Support Plans,Enterprise,2534.05,9465.32,175,227.85,39873.05,0.5856,23351.39,11352.02,0.83,0.17
2025-05-01,West,Analytics Software,Small Business,6960.4,16938.21,226,388.02,87693.12,0.5609,49191.02,25292.42,0.8733,0.1267
2025-05-01,West,Analytics Software,Mid-Market,5792.03,13287.92,153,429.54,65719.29,0.6033,39647.4,20567.45,0.8669,0.1331
2025-05-01,West,Analytics Software,Enterprise,3846.89,12264.15,112,516.92,57895.57,0.64,37053.17,20942.13,0.8569,0.1431
2025-05-01,West,Implementation Services,Small Business,5102.44,16536.49,113,705.75,79750.29,0.4176,33301.53,11662.6,0.8534,0.1466
2025-05-01,West,Implementation Services,Mid-Market,6923.13,14298.36,101,766.16,77382.52,0.4162,32202.93,10981.44,0.846,0.154
2025-05-01,West,Implementation Services,Enterprise,6536.59,15524.82,86,933.1,80246.42,0.4841,38850.51,16789.1,0.8829,0.1171
2025-05-01,West,Training Workshops,Small Business,3362.81,11702.23,178,259.3,46154.82,0.4843,22352.82,7287.79,0.8327,0.1673
2025-05-01,West,Training Workshops,Mid-Market,2435.1,9992.3,124,287.67,35670.75,0.4669,16653.07,4225.67,0.8833,0.1167
2025-05-01,West,Training Workshops,Enterprise,2904.72,10130.91,115,345.75,39761.3,0.5158,20508.96,7473.33,0.8861,0.1139
2025-05-01,West,Support Plans,Small Business,3232.51,10303.13,212,172.68,36607.27,0.4941,18087.25,4551.61,0.8238,0.1762
2025-05-01,West,Support Plans,Mid-Market,2770.9,9516.5,187,189.96,35521.97,0.5297,18816.9,6529.5,0.8763,0.1237
2025-05-01,West,Support Plans,Enterprise,2895.5,11150.48,167,236.15,39437.44,0.5546,21873.24,7827.27,0.8999,0.1001
2025-06-01,Northeast,Analytics Software,Small Business,7677.9,15439.38,219,386.16,84568.97,0.5427,45893.43,22776.16,0.8398,0.1602
2025-06-01,Northeast,Analytics Software,Mid-Market,4927.01,14534.03,182,409.68,74561.62,0.5612,41846.3,22385.26,0.8496,0.1504
2025-06-01,Northeast,Analytics Software,Enterprise,4792.65,14412.26,133,510.04,67835.53,0.6217,42171.71,22966.8,0.8783,0.1217
2025-06-01,Northeast,Implementation Services,Small Business,5640.48,13882.44,110,696.68,76635.19,0.4234,32450.3,12927.39,0.9028,0.0972
2025-06-01,Northeast,Implementation Services,Mid-Market,6472.77,14496.5,97,775.95,75266.86,0.4103,30884.06,9914.79,0.882,0.118
2025-06-01,Northeast,Implementation Services,Enterprise,6269.13,15660.63,82,955.55,78355.25,0.4726,37028.9,15099.14,0.8745,0.1255
2025-06-01,Northeast,Training Workshops,Small Business,4217.28,12627.89,196,256.9,50351.73,0.4523,22772.01,5926.84,0.8752,0.1248
2025-06-01,Northeast,Training Workshops,Mid-Market,2840.06,9838.8,148,288.25,42661.41,0.4788,20428.12,7749.27,0.8809,0.1191
2025-06-01,Northeast,Training Workshops,Enterprise,2599.43,8614.1,93,334.37,31096.76,0.5239,16292.84,5079.3,0.9133,0.0867
2025-06-01,Northeast,Support Plans,Small Business,4051.21,12135.03,284,178.21,50612.49,0.4875,24671.34,8485.1,0.8508,0.1492
2025-06-01,Northeast,Support Plans,Mid-Market,3267.12,11076.15,237,194.92,46195.95,0.5201,24027.05,9683.78,0.9109,0.0891
2025-06-01,Northeast,Support Plans,Enterprise,3438.84,11358.14,166,238.05,39517.02,0.5603,22139.78,7342.8,0.891,0.109
2025-06-01,Midwest,Analytics Software,Small Business,5476.98,12348.64,174,377.25,65640.83,0.539,35378.68,17553.06,0.8096,0.1904
2025-06-01,Midwest,Analytics Software,Mid-Market,4417.55,11423.17,134,429.26,57520.34,0.5827,33517.56,17676.84,0.8724,0.1276
2025-06-01,Midwest,Analytics Software,Enterprise,4253.31,10523.77,108,515.27,55649.53,0.64,35615.7,20838.62,0.8924,0.1076
2025-06-01,Midwest,Implementation Services,Small Business,7203.78,14610.59,126,712.38,89760.02,0.3953,35479.76,13665.39,0.8502,0.1498
2025-06-01,Midwest,Implementation Services,Mid-Market,5409.52,13078.39,100,774.58,77457.79,0.4325,33499.21,15011.3,0.8716,0.1284
2025-06-01,Midwest,Implementation Services,Enterprise,5666.67,12170.34,74,956.52,70782.56,0.4714,33367.29,15530.28,0.89,0.11
2025-06-01,Midwest,Training Workshops,Small Business,2910.16,8324.71,158,265.77,41992.45,0.4612,19365.9,8131.03,0.8568,0.1432
2025-06-01,Midwest,Training Workshops,Mid-Market,2692.37,8397.6,126,290.27,36573.85,0.4761,17414.13,6324.16,0.8129,0.1871
2025-06-01,Midwest,Training Workshops,Enterprise,2877.52,7644.87,101,337.32,34069.76,0.532,18123.61,7601.23,0.8434,0.1566
2025-06-01,Midwest,Support Plans,Small Business,2758.45,7929.01,203,172.16,34949.1,0.5119,17890.49,7203.03,0.8193,0.1807
2025-06-01,Midwest,Support Plans,Mid-Market,2505.21,8825.89,203,192.85,39148.86,0.5363,20995.0,9663.89,0.8482,0.1518
2025-06-01,Midwest,Support Plans,Enterprise,2147.92,7699.61,129,230.62,29749.76,0.5758,17129.21,7281.68,0.8229,0.1771
2025-06-01,South,Analytics Software,Small Business,6251.98,14890.14,250,379.84,94960.8,0.5527,52487.36,31345.24,0.7739,0.2261
2025-06-01,South,Analytics Software,Mid-Market,5935.65,12451.29,188,411.92,77440.79,0.5612,43459.16,25072.22,0.821,0.179
2025-06-01,South,Analytics Software,Enterprise,4715.5,11036.53,123,511.21,62878.67,0.62,38982.53,23230.5,0.8493,0.1507
2025-06-01,South,Implementation Services,Small Business,5717.37,13575.45,121,699.69,84662.43,0.417,35301.51,16008.69,0.7984,0.2016
2025-06-01,South,Implementation Services,Mid-Market,5833.68,13023.11,109,783.51,85402.74,0.4049,34581.55,15724.76,0.8026,0.1974
2025-06-01,South,Implementation Services,Enterprise,5780.04,13789.21,88,957.86,84291.89,0.453,38185.54,18616.29,0.8391,0.1609
2025-06-01,South,Training Workshops,Small Business,3737.66,10174.57,170,257.47,43769.08,0.4625,20243.47,6331.25,0.7907,0.2093
2025-06-01,South,Training Workshops,Mid-Market,4209.88,10795.7,164,288.88,47376.75,0.4801,22745.24,7739.66,0.8022,0.1978
2025-06-01,South,Training Workshops,Enterprise,2159.23,8565.39,96,333.93,32057.44,0.5061,16222.91,5498.28,0.8462,0.1538
2025-06-01,South,Support Plans,Small Business,3888.35,10147.41,242,177.86,43041.1,0.4921,21180.83,7145.08,0.7984,0.2016
2025-06-01,South,Support Plans,Mid-Market,2734.98,8580.92,205,190.76,39106.39,0.533,20845.46,9529.57,0.8108,0.1892
2025-06-01,South,Support Plans,Enterprise,3125.47,8296.89,145,237.29,34406.6,0.5882,20238.25,8815.89,0.8499,0.1501
2025-06-01,West,Analytics Software,Small Business,5989.22,14726.39,184,393.92,72480.61,0.5755,41712.42,20996.81,0.8307,0.1693
2025-06-01,West,Analytics Software,Mid-Market,5691.47,15103.76,193,424.78,81982.77,0.5867,48101.24,27306.01,0.8277,0.1723
2025-06-01,West,Analytics Software,Enterprise,5916.77,14049.23,139,530.35,73719.05,0.6263,46171.36,26205.36,0.8461,0.1539
2025-06-01,West,Implementation Services,Small Business,5779.81,15653.11,120,693.22,83186.72,0.4067,33829.17,12396.24,0.8515,0.1485
2025-06-01,West,Implementation Services,Mid-Market,5605.0,15103.58,103,771.45,79459.77,0.4102,32595.55,11886.96,0.8496,0.1504
2025-06-01,West,Implementation Services,Enterprise,4249.62,13093.3,72,920.14,66250.29,0.4474,29638.91,12296.0,0.8946,0.1054
2025-06-01,West,Training Workshops,Small Business,2568.09,10155.96,151,258.38,39016.01,0.4804,18744.23,6020.18,0.8844,0.1156
2025-06-01,West,Training Workshops,Mid-Market,2322.25,10610.24,132,277.57,36638.63,0.4598,16848.07,3915.58,0.8853,0.1147
2025-06-01,West,Training Workshops,Enterprise,2782.79,10114.57,94,349.08,32813.31,0.5231,17163.63,4266.28,0.8685,0.1315
2025-06-01,West,Support Plans,Small Business,3749.71,10478.99,248,172.13,42687.24,0.4942,21096.14,6867.44,0.87,0.13
2025-06-01,West,Support Plans,Mid-Market,2733.86,9532.31,175,192.1,33617.72,0.5406,18174.04,5907.87,0.8743,0.1257
2025-06-01,West,Support Plans,Enterprise,2625.97,10902.27,160,226.06,36169.76,0.5723,20701.0,7172.77,0.9118,0.0882
2025-07-01,Northeast,Analytics Software,Small Business,5041.08,14444.51,187,394.3,73734.73,0.5372,39609.6,20124.01,0.8557,0.1443
2025-07-01,Northeast,Analytics Software,Mid-Market,7420.54,16090.28,190,432.49,82173.31,0.6003,49331.98,25821.16,0.8764,0.1236
2025-07-01,Northeast,Analytics Software,Enterprise,5185.7,14713.55,131,529.7,69390.48,0.6084,42216.16,22316.92,0.8978,0.1022
2025-07-01,Northeast,Implementation Services,Small Business,5042.9,13658.15,107,707.55,75707.74,0.4098,31027.71,12326.65,0.8776,0.1224
2025-07-01,Northeast,Implementation Services,Mid-Market,6484.47,16270.99,113,774.11,87474.47,0.432,37792.1,15036.64,0.9059,0.0941
2025-07-01,Northeast,Implementation Services,Enterprise,5705.84,15313.46,85,910.13,77360.78,0.4825,37329.39,16310.1,0.8906,0.1094
2025-07-01,Northeast,Training Workshops,Small Business,2711.75,10825.78,155,253.19,39244.62,0.443,17385.37,3847.84,0.8995,0.1005
2025-07-01,Northeast,Training Workshops,Mid-Market,3291.42,10392.39,151,280.53,42359.52,0.4904,20772.59,7088.78,0.8604,0.1396
2025-07-01,Northeast,Training Workshops,Enterprise,2347.58,9600.12,106,344.56,36522.83,0.5136,18756.5,6808.79,0.8652,0.1348
2025-07-01,Northeast,Support Plans,Small Business,2736.72,10960.79,215,180.37,38779.07,0.5214,20217.95,6520.44,0.883,0.117
2025-07-01,Northeast,Support Plans,Mid-Market,2277.07,9773.1,185,195.25,36121.5,0.5217,18845.66,6795.49,0.8874,0.1126
2025-07-01,Northeast,Support Plans,Enterprise,2446.63,9965.96,138,226.2,31215.15,0.5803,18113.31,5700.72,0.8911,0.1089
2025-07-01,Midwest,Analytics Software,Small Business,6059.03,12583.92,184,383.59,70580.33,0.5379,37962.56,19319.61,0.8133,0.1867
2025-07-01,Midwest,Analytics Software,Mid-Market,5442.11,12811.32,169,412.6,69728.73,0.6036,42086.88,23833.45,0.8595,0.1405
2025-07-01,Midwest,Analytics Software,Enterprise,4281.57,11037.93,116,500.85,58098.12,0.64,37182.8,21863.3,0.8834,0.1166
2025-07-01,Midwest,Implementation Services,Small Business,5512.51,12353.26,113,705.19,79686.04,0.4158,33136.83,15271.06,0.8387,0.1613
2025-07-01,Midwest,Implementation Services,Mid-Market,5346.99,13003.76,99,777.25,76948.16,0.4028,30993.34,12642.58,0.8308,0.1692
2025-07-01,Midwest,Implementation Services,Enterprise,4506.68,12227.86,73,905.46,66098.94,0.4541,30013.92,13279.38,0.8357,0.1643
2025-07-01,Midwest,Training Workshops,Small Business,2425.22,8128.04,145,263.03,38138.77,0.4674,17825.23,7271.97,0.8104,0.1896
2025-07-01,Midwest,Training Workshops,Mid-Market,2156.69,7812.83,117,283.51,33171.06,0.4585,15208.02,5238.5,0.8686,0.1314
2025-07-01,Midwest,Training Workshops,Enterprise,2753.96,8925.76,99,333.75,33041.13,0.5313,17556.04,5876.32,0.8647,0.1353
2025-07-01,Midwest,Support Plans,Small Business,2879.91,8704.09,201,169.81,34131.71,0.5163,17623.16,6039.16,0.8011,0.1989
2025-07-01,Midwest,Support Plans,Mid-Market,2405.02,7028.63,161,185.41,29851.3,0.5021,14989.29,5555.64,0.8726,0.1274
2025-07-01,Midwest,Support Plans,Enterprise,2331.75,8640.84,142,226.57,32173.15,0.5818,18718.55,7745.96,0.8367,0.1633
2025-07-01,South,Analytics Software,Small Business,5666.05,13450.29,215,390.03,83856.88,0.5572,46726.42,27610.09,0.7788,0.2212
2025-07-01,South,Analytics Software,Mid-Market,4433.84,12710.07,156,427.75,66728.38,0.5864,39127.81,21983.89,0.7822,0.2178
2025-07-01,South,Analytics Software,Enterprise,4210.88,12496.22,122,515.38,62875.87,0.64,40240.56,23533.45,0.7942,0.2058
2025-07-01,South,Implementation Services,Small Business,6129.79,15004.86,129,685.44,88421.4,0.4078,36055.44,14920.79,0.7949,0.2051
2025-07-01,South,Implementation Services,Mid-Market,6454.9,14158.35,122,780.97,95278.6,0.4006,38170.56,17557.3,0.7821,0.2179
2025-07-01,South,Implementation Services,Enterprise,5506.15,14550.24,90,922.57,83031.72,0.4758,39505.24,19448.85,0.8569,0.1431
2025-07-01,South,Training Workshops,Small Business,3999.5,10711.54,197,260.77,51372.17,0.4439,22804.28,8093.24,0.8156,0.1844
2025-07-01,South,Training Workshops,Mid-Market,3203.15,8789.89,131,284.68,37292.89,0.4701,17530.57,5537.53,0.7823,0.2177
2025-07-01,South,Training Workshops,Enterprise,3510.85,9886.06,118,347.18,40966.69,0.5516,22599.03,9202.13,0.7978,0.2022
2025-07-01,South,Support Plans,Small Business,3180.54,8914.81,216,180.97,39090.24,0.4824,18858.39,6763.05,0.7953,0.2047
2025-07-01,South,Support Plans,Mid-Market,2843.14,9906.57,225,194.75,43818.25,0.5189,22738.23,9988.53,0.8422,0.1578
2025-07-01,South,Support Plans,Enterprise,2188.25,8343.4,142,226.31,32136.53,0.5947,19112.83,8581.18,0.8149,0.1851
2025-07-01,West,Analytics Software,Small Business,6405.9,14705.0,191,393.56,75170.66,0.5557,41772.12,20661.23,0.8741,0.1259
2025-07-01,West,Analytics Software,Mid-Market,5421.78,14554.82,170,414.63,70487.05,0.5759,40595.82,20619.21,0.8623,0.1377
2025-07-01,West,Analytics Software,Enterprise,4891.59,14043.08,128,510.82,65385.45,0.634,41457.53,22522.86,0.891,0.109
2025-07-01,West,Implementation Services,Small Business,5754.02,17912.98,128,712.64,91217.43,0.3868,35279.22,11612.22,0.8192,0.1808
2025-07-01,West,Implementation Services,Mid-Market,5147.76,15257.97,101,788.15,79602.66,0.441,35108.37,14702.65,0.8844,0.1156
2025-07-01,West,Implementation Services,Enterprise,5044.5,15754.11,79,952.54,75250.74,0.4597,34595.39,13796.78,0.9105,0.0895
2025-07-01,West,Training Workshops,Small Business,2921.89,10795.66,178,254.24,45255.56,0.4764,21559.35,7841.8,0.8853,0.1147
2025-07-01,West,Training Workshops,Mid-Market,3516.06,10534.8,140,279.0,39059.75,0.4563,17823.64,3772.78,0.8741,0.1259
2025-07-01,West,Training Workshops,Enterprise,2910.55,9175.82,100,333.12,33311.6,0.5469,18217.18,6130.81,0.8681,0.1319
2025-07-01,West,Support Plans,Small Business,2925.21,9507.57,200,170.5,34099.79,0.5035,17167.85,4735.07,0.8308,0.1692
2025-07-01,West,Support Plans,Mid-Market,2828.82,10681.18,204,194.25,39626.96,0.5299,20999.45,7489.45,0.8486,0.1514
2025-07-01,West,Support Plans,Enterprise,2354.19,11070.06,148,236.13,34946.81,0.5593,19547.09,6122.85,0.8447,0.1553
2025-08-01,Northeast,Analytics Software,Small Business,7107.64,15679.76,212,388.42,82345.28,0.5355,44099.47,21312.07,0.8993,0.1007
2025-08-01,Northeast,Analytics Software,Mid-Market,5556.14,14577.82,167,431.79,72108.57,0.601,43334.19,23200.23,0.8747,0.1253
2025-08-01,Northeast,Analytics Software,Enterprise,5096.17,11626.3,106,531.93,56384.79,0.6311,35583.03,18860.56,0.8773,0.1227
2025-08-01,Northeast,Implementation Services,Small Business,7166.4,15788.16,124,688.94,85428.33,0.3842,32820.26,9865.69,0.8969,0.1031
2025-08-01,Northeast,Implementation Services,Mid-Market,6788.23,16143.2,110,762.12,83833.29,0.4107,34426.93,11495.5,0.8565,0.1435
2025-08-01,Northeast,Implementation Services,Enterprise,4848.68,13464.08,78,941.35,73425.61,0.4547,33389.31,15076.55,0.9047,0.0953
2025-08-01,Northeast,Training Workshops,Small Business,3463.98,10138.17,177,250.38,44316.87,0.4491,19903.16,6301.01,0.8798,0.1202
2025-08-01,Northeast,Training Workshops,Mid-Market,3233.61,9580.79,144,277.66,39982.86,0.4826,19295.11,6480.71,0.8638,0.1362
2025-08-01,Northeast,Training Workshops,Enterprise,3229.21,9375.11,110,344.86,37934.32,0.5332,20226.08,7621.76,0.8845,0.1155
2025-08-01,Northeast,Support Plans,Small Business,3139.86,10799.76,261,169.66,44281.19,0.4928,21823.21,7883.59,0.8516,0.1484
2025-08-01,Northeast,Support Plans,Mid-Market,3319.21,9729.54,207,193.95,40147.99,0.5437,21828.16,8779.41,0.8735,0.1265
2025-08-01,Northeast,Support Plans,Enterprise,2252.7,9957.49,148,226.48,33519.76,0.5854,19621.62,7411.43,0.8892,0.1108
2025-08-01,Midwest,Analytics Software,Small Business,4708.51,11808.36,176,397.85,70022.24,0.5495,38477.64,21960.77,0.86,0.14
2025-08-01,Midwest,Analytics Software,Mid-Market,4622.38,10642.25,126,428.52,53993.87,0.5992,32354.21,17089.59,0.8588,0.1412
2025-08-01,Midwest,Analytics Software,Enterprise,4079.01,10145.16,92,531.59,48906.54,0.6308,30850.98,16626.81,0.8876,0.1124
2025-08-01,Midwest,Implementation Services,Small Business,5238.0,12752.86,100,716.66,71666.23,0.392,28089.65,10098.79,0.8282,0.1718
2025-08-01,Midwest,Implementation Services,Mid-Market,5198.18,12632.41,97,778.39,75503.45,0.4144,31287.25,13456.66,0.8102,0.1898
2025-08-01,Midwest,Implementation Services,Enterprise,4503.05,9488.97,56,940.13,52647.28,0.4699,24737.7,10745.68,0.8834,0.1166
2025-08-01,Midwest,Training Workshops,Small Business,2484.32,7973.44,142,267.34,37962.86,0.4741,17997.14,7539.38,0.82,0.18
2025-08-01,Midwest,Training Workshops,Mid-Market,2633.81,7773.5,131,274.76,35994.2,0.469,16881.49,6474.18,0.8175,0.1825
2025-08-01,Midwest,Training Workshops,Enterprise,2131.5,8805.71,90,337.52,30376.8,0.5287,16059.09,5121.87,0.868,0.132
2025-08-01,Midwest,Support Plans,Small Business,1963.14,8794.1,179,171.07,30622.04,0.5034,15416.26,4659.03,0.8261,0.1739
2025-08-01,Midwest,Support Plans,Mid-Market,2663.47,9319.29,185,196.5,36352.12,0.5014,18228.74,6245.99,0.8716,0.1284
2025-08-01,Midwest,Support Plans,Enterprise,1925.46,8512.65,116,235.92,27366.19,0.5703,15606.86,5168.75,0.8703,0.1297
2025-08-01,South,Analytics Software,Small Business,5918.12,14516.27,216,392.22,84720.23,0.5721,48464.39,28030.0,0.7686,0.2314
2025-08-01,South,Analytics Software,Mid-Market,5924.12,12530.0,192,415.95,79861.52,0.5629,44954.87,26500.76,0.8022,0.1978
2025-08-01,South,Analytics Software,Enterprise,4984.66,12338.19,123,500.38,61546.96,0.6283,38669.58,21346.73,0.825,0.175
2025-08-01,South,Implementation Services,Small Business,7040.51,13859.69,111,714.04,79258.46,0.4209,33357.75,12457.55,0.782,0.218
2025-08-01,South,Implementation Services,Mid-Market,5777.48,13339.7,100,754.08,75407.96,0.4448,33543.11,14425.93,0.8083,0.1917
2025-08-01,South,Implementation Services,Enterprise,4876.67,12068.93,71,901.87,64032.68,0.4528,28993.17,12047.57,0.8149,0.1851
2025-08-01,South,Training Workshops,Small Business,3396.08,8893.81,146,260.71,38063.75,0.454,17281.49,4991.59,0.7981,0.2019
2025-08-01,South,Training Workshops,Mid-Market,3423.07,9549.12,140,272.66,38172.39,0.4984,19025.16,6052.97,0.7939,0.2061
2025-08-01,South,Training Workshops,Enterprise,2626.89,8492.46,106,333.35,35335.19,0.5085,17966.63,6847.29,0.8424,0.1576
2025-08-01,South,Support Plans,Small Business,3350.9,10802.23,271,175.98,47689.82,0.5085,24249.42,10096.29,0.7745,0.2255
2025-08-01,South,Support Plans,Mid-Market,2898.22,9353.72,227,188.85,42868.69,0.5327,22834.39,10582.45,0.8043,0.1957
2025-08-01,South,Support Plans,Enterprise,2823.68,8493.1,145,236.02,34223.33,0.553,18926.68,7609.91,0.841,0.159
2025-08-01,West,Analytics Software,Small Business,5441.97,13381.46,182,375.08,68263.95,0.5742,39193.99,20370.56,0.8648,0.1352
2025-08-01,West,Analytics Software,Mid-Market,6030.78,14626.46,162,416.92,67540.67,0.6043,40816.07,20158.83,0.8766,0.1234
2025-08-01,West,Analytics Software,Enterprise,3608.86,13248.73,107,502.43,53759.62,0.6279,33757.44,16899.84,0.8505,0.1495
2025-08-01,West,Implementation Services,Small Business,5770.95,16853.99,131,698.11,91452.96,0.401,36675.8,14050.86,0.8763,0.1237
2025-08-01,West,Implementation Services,Mid-Market,4252.23,13243.24,85,761.1,64693.86,0.4435,28689.97,11194.5,0.8935,0.1065
2025-08-01,West,Implementation Services,Enterprise,4608.04,13259.86,67,934.83,62633.42,0.4533,28392.05,10524.14,0.9092,0.0908
2025-08-01,West,Training Workshops,Small Business,3885.03,10556.2,174,260.27,45287.59,0.4357,19732.64,5291.41,0.8808,0.1192
2025-08-01,West,Training Workshops,Mid-Market,2975.12,10420.41,127,288.61,36653.22,0.49,17958.83,4563.29,0.8537,0.1463
2025-08-01,West,Training Workshops,Enterprise,2558.03,8988.09,88,344.32,30300.47,0.5312,16094.35,4548.22,0.8548,0.1452
2025-08-01,West,Support Plans,Small Business,2887.04,10302.91,215,171.72,36919.91,0.5047,18635.12,5445.18,0.8772,0.1228
2025-08-01,West,Support Plans,Mid-Market,2964.31,11385.71,194,190.12,36883.02,0.5092,18779.45,4429.43,0.885,0.115
2025-08-01,West,Support Plans,Enterprise,2916.85,10655.47,151,237.92,35926.4,0.5502,19766.37,6194.06,0.8713,0.1287
2025-09-01,Northeast,Analytics Software,Small Business,4991.42,14473.53,192,395.14,75867.02,0.5814,44106.16,24641.21,0.8787,0.1213
